time,d1,d2,d3,d4,d5,d6
7.9,47.3406945546979,45.3560885389322,55.0686353787063,53.7828756138413,57.7894403133323,47.227823408749
8,53.0036566080477,47.9232473917456,65.1963347702009,46.6571812833823,41.256407778532,60.6797223018219
8.1,48.0179911572859,60.3550586121002,44.4794930194106,27.8343440019092,54.3922854839531,52.7411389775798
8.2,50.6808672536171,47.7473569667266,49.9739573481232,98.4199987890084,45.0467878168008,52.1438520308153
8.3,49.8175962807967,45.1135656061973,34.9064866970695,51.6352986581515,53.1306188172558,50.1590468044318
8.4,48.2339023576128,37.9538327559998,47.5551043557168,68.3502135418197,49.2199012310756,51.3770575076998
8.5,48.8468744458934,48.9268280281688,51.6025078157352,60.5154464577958,47.8215342753074,42.8469291955633
8.6,44.3399596192829,67.1791633687318,59.2744967872977,2.43329401102425,48.6920039301787,54.3381373586932
8.7,47.498003700191,45.8450624381484,50.5443422734491,89.5707725631852,52.4699023083561,57.0183142156815
8.8,51.2540594501116,47.4944281268464,65.899361698516,54.5575237833931,52.2986542118933,54.8003922676637
8.9,52.4649977773202,47.090278604199,44.1956528616727,30.468658509934,51.6927695722171,54.934410217344
9,52.7458183548965,50.5654506947765,45.8799796957452,29.8340044350634,51.2789295495735,57.6336022318669
9.1,49.7780152718927,36.6929838140846,47.4977456606449,9.06128753083914,48.3829917117628,60.1106167969251
9.2,46.9690650099092,46.2905055619926,49.3911716247743,61.1151827515917,50.3987840682819,54.7164747096802
9.3,51.6071067218438,41.5218591387141,61.4745367596705,28.5812426290599,55.208394413135,41.86409458432
9.4,43.1122000662775,46.8257193426739,46.0112531930519,31.0584831400221,48.6957942427467,63.9252284388868
9.5,42.223553021937,38.5235209845521,69.8814116078396,21.1887909814253,47.143492844918,50.7274050097428
9.6,53.9698562317316,41.0351628325824,53.1458824647335,69.135579119491,50.9318651433306,58.9784536448903
9.7,48.1881077403666,54.1687432323465,39.0138206889367,45.5297574949123,43.4910243625182,46.5712346517634
9.8,50.762217995675,62.2872936391981,51.5756619628994,74.4188539953427,60.1237544868382,63.8669942791982
9.9,50.4366825771123,29.3770748688073,56.8753074884806,54.438239199314,46.4329029924786,54.9649438394054
10,50.8282757982883,48.7499598889076,56.9995350315678,46.3468151344059,49.6507030409935,60.3921755595429
10.1,57.167741955423,61.2556458073621,55.1472981261468,63.8686075633334,48.9236525440065,51.4467412091076
10.2,58.767526216233,44.7500958756538,46.3972882636149,72.3121595529823,44.3356999009372,35.9113837984155
10.3,46.3123766441323,37.5337294067398,57.7954160532384,63.4955029001329,50.4951168160225,52.0373661225755
10.4,54.3424659158196,49.7616197580576,52.8719144564539,92.0756048221729,42.905758036323,52.7504372076512
10.5,55.9459164887638,59.0073369066185,28.6317700181671,-4.59280730543217,50.2738632944548,48.4509953835438
10.6,57.1039758053312,49.7803275827491,63.4143718055123,36.3901979171203,51.6670436118353,49.6789489105058
10.7,53.4846208941052,45.6510020850712,44.5883361153019,72.0872299828904,47.6100559462582,59.1782788958231
10.8,49.8462466986593,46.0204311280777,49.0577456094801,22.2023471760146,53.5577679755951,44.0803669648962
10.9,42.8166224632663,62.5170348785807,55.6112914932512,72.1367409932139,59.1758435283974,52.8562944878077
11,48.2875488092741,45.2429493945925,56.0488428996722,60.8382635286843,43.9728159873971,49.8999400431081
11.1,50.5382612316677,66.5517165548219,46.1039781721817,73.3437379694763,52.9918788287649,42.9059880231527
11.2,44.518052589077,58.4093450764394,50.6486565533537,28.8872595753859,44.7967328331569,48.1597446934856
11.3,45.7565710776133,45.5509535226706,46.6082560656695,55.2891856388442,52.7693814533941,51.1092142643257
11.4,54.461391258391,40.1533804227801,50.4254683410407,39.2473207056584,55.3467281585993,47.9133442521073
11.5,51.2229554831402,54.0997601165458,56.9679137515225,41.0472789507582,55.8513134084116,60.7697603640501
11.6,52.7448677175085,64.663167016334,63.0250059169435,11.8916960354166,46.8005179230354,46.5624625222166
11.7,54.1913951837129,70.1878190131232,46.6359513325199,29.9961439772419,50.5324843298875,53.6532609865798
11.8,43.1116327477694,56.5274567344242,52.3051135642943,65.2467739302825,46.8723195548322,56.2729864809655
11.9,54.2132885686126,40.6407501925523,56.1709154175319,52.5023873306166,48.3941212320895,49.1912095361797
12,51.5202788637027,65.5965391929981,74.2803028898983,70.7682426959415,41.5831912651933,53.3335034591642
12.1,54.4694246188133,53.5627987523896,37.5310051350208,62.7669238686535,48.7420005588978,44.655581044141
12.2,43.7268827888262,57.1899378292802,47.8890862361824,45.8048352670757,49.5164584967187,48.3583774015135
12.3,49.9019121403201,50.119428960556,35.7457322019112,83.2784320671655,57.1115456111195,47.6527759640474
12.4,59.6318988991148,50.3717492735737,45.0340946385786,66.7901415586349,46.2694418293819,42.9857603437565
12.5,42.7122963235488,61.851533541852,49.2676178804839,69.4308492050727,43.0576290809241,38.7736068693613
12.6,45.7971787078121,61.7366792321127,49.0154537965709,59.4416222034369,54.9531437018642,45.1270349933358
12.7,44.9637004892653,42.3586783523828,57.581456963361,53.2269992467563,47.2678004376266,50.8144758068634
12.8,52.8846123411536,33.4214196191435,61.9299584451543,40.4905775474162,44.868793554883,52.1727297923615
12.9,36.152085885094,49.7342903320603,27.9792612861201,60.2142931885809,43.3565362283143,47.1509328437292
13,41.8780198781717,36.2238117312053,39.895834456295,46.1403634555931,43.1854794390661,48.2163045280454
13.1,51.1085744116184,36.3598190958042,44.02646775949,47.2199579229934,49.4062813866969,54.1345402834093
13.2,47.1848906070198,68.430790134749,42.9793875194161,29.3210275723428,46.4942135301557,54.8559340577173
13.3,55.0705915081111,53.1323853418614,58.0446502083803,49.3513365743324,50.8361471428041,50.0326319732198
13.4,46.8275187014076,45.3274164399761,60.4305820084665,55.187841970589,47.9115571891263,54.6395285441733
13.5,48.4730499748118,35.7957716245989,43.4028029985343,67.4648831754726,45.0767734199273,40.3205579318014
13.6,55.9339605794322,35.2088150745741,45.0334987613211,41.1775835592693,58.9378013115106,52.4848058461322
13.7,42.9421302520867,39.7480280915962,54.2717495779266,13.6348373805459,48.4807778205132,43.9927768937487
13.8,48.514727872942,66.715650216582,73.2573992945449,46.7233924033897,49.2066160611448,48.0918184500085
13.9,44.3695835087454,41.2771385267679,49.8730318504614,39.3572196206528,52.0280313265921,54.5556602067507
14,47.4043131743838,34.5313257180232,69.5373540900321,43.3936772959256,54.5713996036963,49.5988812593573
14.1,46.9554121415987,52.1072610171842,64.7738242152906,35.5081856306365,55.7603977151388,54.9144753470992
14.2,51.4732861933768,51.5074197356907,46.6231035622679,70.379127380518,45.9940327378152,48.0245020760398
14.3,49.8868588105649,56.0313605191295,54.6725622328069,69.5726440780396,42.4342589729036,58.2084041899828
14.4,50.5045206883333,54.3287499721783,66.2946623488661,55.0367295818572,46.9866252467504,52.3823060680376
14.5,48.0304913402008,56.1344948833517,45.5402638096198,65.3843609541634,46.3582762788527,50.3791876983523
14.6,57.6398995663327,51.8608623598214,42.5911047756691,67.016669711345,48.1167837929048,50.2236183672364
14.7,52.645650460286,33.5197392037175,59.5747733440884,69.7107783401949,45.7865229243909,43.648129173607
14.8,49.9675399138119,57.0906279939015,63.1634250868661,51.3920467854088,52.9399954075713,51.8503583630847
14.9,44.633073074382,37.8045537655003,39.7576300551902,35.1243380580345,55.5702319488222,51.7926903066133
15,52.6082247327474,55.9698120306613,43.8177228261236,17.2303643492914,47.8424492516943,52.0503461740646
15.1,54.1684615421427,51.1685146234325,48.2874955763167,34.5998896400625,55.6087504293585,44.7866150263339
15.2,51.3415278855932,36.3118507957526,50.5591005960402,71.9790230083216,55.6866348418946,62.1074585639967
15.3,47.2464490498442,42.6940159256081,27.1514076537155,55.6593794019887,54.5673066746613,39.7282749285344
15.4,50.0460983030977,46.8495964307897,34.6439240264724,42.0399293726404,60.9584660753823,47.2704423277609
15.5,54.9268588965688,43.2927667308351,58.1533864056648,51.8686042208869,48.2097161433511,40.9766971647623
15.6,51.7695219759528,47.7266400784717,38.3692909321571,29.3732102307583,47.9953961219963,45.5300128177507
15.7,45.4481796668045,65.5158096199694,50.1874942920336,21.0601992349787,60.0241390995082,48.4551742552622
15.8,47.713274346712,51.5550458750742,65.8238278296088,40.3508011263655,54.8521993129475,54.5674759433135
15.9,49.4814448762761,48.0349343869652,58.7779601054925,45.066652562132,52.7831408850708,50.4208035002955
16,46.7542994382603,45.7656043559683,54.8496675467342,81.6749302820191,57.7704597057119,50.1189616416665
16.1,45.8156695204461,48.0704485299929,56.8696361107187,25.2288834522028,46.4195455451266,40.6817546323896
16.2,52.4546892303631,44.298327702279,55.1109846696151,68.263710089145,53.4076973601512,55.7146955471617
16.3,45.9162275988582,48.4304546343229,52.575965935621,34.9408282726614,44.7347851210746,56.8709175572112
16.4,43.6868812869115,34.8372692178356,35.5362543608072,40.9704606080973,46.2608455979704,55.2548297876122
16.5,50.975436687261,66.5903284491083,45.5369514067665,58.564835407408,49.6656408994924,51.6683966758405
16.6,50.4924815391479,46.4339830620274,39.9065805516936,73.8365902939344,49.1954461211258,51.2187080580149
16.7,51.5961216208207,58.6124479989107,40.049277818796,34.2375762361385,51.1846789988296,52.6202974862427
16.8,54.4569693173854,74.0566506931031,49.5514116798123,76.2636573096436,50.0337378525687,40.9582501385714
16.9,54.1352188832536,41.6578956859732,46.104459274477,33.5606527263368,43.0359101970342,50.642692285423
17,55.8960801903985,40.6496392901648,49.8162882965373,15.5010540684891,52.5240235660045,51.8395277893975
17.1,55.1164997231627,52.5870228865229,46.769657216729,33.1985441309405,51.1269470260935,48.7706889496744
17.2,42.737265921577,57.1785948476835,36.2087970633021,19.1745810762778,56.8153987910072,58.3931545454521
17.3,51.6559814455264,37.0516461779879,61.2990072902412,14.3514185288153,42.6977692863237,48.1385877990619
17.4,54.0442092512446,46.3025947981625,44.3997028156653,58.662677180031,35.6723530877701,54.0809883883184
17.5,52.9358855123099,42.8220532217153,60.4980452150023,71.2366774386366,51.4845192143757,48.3752364399795
17.6,45.7057619861778,38.7566738809067,44.1768873548974,61.7777301751946,50.9174744109081,45.5559868057747
17.7,49.4053207138676,41.2712550133185,58.5249517178727,46.8500651566088,54.6270367101671,46.1183342550234
17.8,54.4098839358861,49.0510182583973,42.9645316263152,56.7901137324618,48.0015677375378,51.1493029051388
17.9,57.3939964008163,64.6902535541931,49.8507640941571,77.145264798234,51.7230099119552,48.7255703362195
18,47.8555954879731,58.4096732408354,44.0062606587496,75.6494537568337,54.3470876634048,45.18830650744
18.1,55.7867393572509,49.2812681850853,49.0987668917253,38.9071430032726,46.9810809650525,51.9970330657803
18.2,50.5421421123634,47.95105101472,51.1719315582974,52.1617223575019,43.0540372485089,48.780277747801
18.3,45.2794165902851,52.7485603658215,64.0712115882355,40.6245780558521,41.7927937040214,56.061315268556
18.4,54.3469721049805,50.8702527695285,46.2082515980003,35.5114350708303,48.700171892888,55.3469074585008
18.5,44.7103139861394,53.441760542617,32.7447566718314,14.8870257738787,46.2482761948384,55.3221122098048
18.6,52.2528245011366,48.8598918512657,56.7925267403106,43.4811785813077,49.1450394373468,51.4115652089262
18.7,42.3303992974833,50.7134862814438,51.4496069588845,25.1667707355542,45.7410820972148,46.0581586572851
18.8,51.5383286775722,50.9738714688731,33.2714559006322,79.2752231283677,51.0086544533389,55.9409554435706
18.9,48.0922136592359,44.0305838235393,53.6709426447678,37.2117545942899,55.9739854024864,53.0364048928742
19,50.0876339145081,51.3243276366463,45.2863825844527,86.999211361564,49.8193996151322,57.2013889500254
19.1,51.4715228210768,42.4529527774761,34.9540763105738,43.7069208145736,47.5540561227596,42.8071403641021
19.2,50.5963813457781,51.8935935951656,71.1864652727002,48.3098118475012,43.4735797667497,52.9870776154308
19.3,58.0308740971166,67.9714812088215,53.635069269559,70.7673428219818,53.1784717823492,57.7902846446179
19.4,44.8271759295676,57.884084529666,45.8786093533052,81.4176869895469,52.0079609031942,50.63756131796
19.5,58.3084981734951,43.7590912828684,54.6102673164596,24.5945432835505,46.2163290213112,46.2598972458655
19.6,43.9768284326226,41.3458011499395,53.9127328301623,85.0526157575262,50.6533416349898,46.4981003904187
19.7,55.2734626705657,40.4386900055373,53.4288478875771,35.5224738049488,50.9583182402541,54.7294500378308
19.8,55.5852205171157,43.2211376816531,64.3821576672949,19.3478613626111,54.1535531513185,52.8349543210519
19.9,54.2238227559743,54.2428780922201,28.7388887359116,51.3168266337788,49.778924971909,46.1519329595713
20,47.6003110041831,44.0221616149252,33.7798215797673,31.3739751551707,46.2242301647616,47.7274529170322
20.1,55.1405017703701,31.4382840841979,51.2114649576543,51.6554008686247,53.3113882664792,57.1086371566798
20.2,50.2394514849008,39.7680009033112,48.2521074616403,58.5152512484823,54.9350424078759,44.7677883914654
20.3,48.064118692089,35.5611464216768,60.2192236132166,74.4131613973317,63.4523394663177,55.7017945817974
20.4,50.2518376248511,49.023554061153,46.0400739128167,29.7623637394136,46.45283470163,48.5964695064769
20.5,47.8971984132415,43.6065383616796,47.6455321835595,37.1309289582595,48.8975867540925,51.7104566772735
20.6,43.2913822603736,53.6212980682743,53.5847630988187,64.5165143260068,40.7504678404772,53.9064189069787
20.7,52.0223287519823,41.3293760025936,62.6944519350514,47.458750144475,45.4434166797285,42.4662707709842
20.8,58.5031187285111,48.1899711374974,57.9989600939074,37.6741376311877,52.8199963939654,55.8535865330371
20.9,52.6757767516809,36.3366159659187,45.248406653852,51.5430956592651,53.7207676122856,49.0776171195106
21,51.126932713046,57.0681605938788,58.77499940686,48.1864566209953,49.7278717887245,45.9874324158418
21.1,42.2135917534861,60.6915234397819,58.5067512447472,49.5295532521567,47.9613775787977,48.2199762167051
21.2,53.5383153603149,50.309559462476,44.5131383654244,19.7443198814153,46.0225357419163,50.0627697855659
21.3,47.697982884538,46.3654308319622,36.3027641715611,32.0023766349106,39.5045690316529,57.7675631065297
21.4,49.3763722504256,47.8221848460376,55.0967444965479,39.4077932580936,48.0679910909462,60.9828803796833
21.5,58.3824180369648,42.2313871729296,55.19394966436,83.4329872943159,47.0723750332223,54.1448818280275
21.6,47.2319716311974,66.3280509362374,59.5602967401857,13.0979560522537,56.1099853898403,45.7294338358474
21.7,53.5264192537741,51.6402660759609,56.5192823581932,25.8594190026643,51.5930992777583,55.3364153000468
21.8,49.9507676517731,31.3347679087901,56.1709683791441,23.2896384498342,47.5008389360412,52.8395008623765
21.9,50.3430600617364,37.8247750885821,62.9842341126913,43.6624961957571,53.9852667513383,48.0746574999401
22,36.5183711204256,62.1564131761182,48.436300179397,33.5212978421918,45.7836424144309,54.3122919799296
22.1,46.5384349724029,55.1091002202146,49.1457213789052,52.1440232176002,54.7942905331997,53.0594484285633
22.2,48.5257714117627,60.730867838272,73.3369603421025,52.7787467417473,48.4009504399984,47.7709348163553
22.3,42.5257917791898,46.7069665757907,57.9470367665148,73.3111144786188,54.6640458232136,52.9476046341814
22.4,47.9915001470033,37.6300015029837,51.4133305459637,55.9303139231799,56.3406039338358,53.2899599071291
22.5,49.006103783933,48.827352915964,34.9594382441107,23.077905211678,46.2750050907911,42.3586879637278
22.6,51.8199144180066,59.6708913995253,67.9902803549919,64.6924035358045,49.3705047456868,41.3145880480553
22.7,50.4677083616287,47.1785319350239,35.7401366850291,67.7034840431555,52.9157129831836,51.5484429072175
22.8,48.322031060121,53.1580809129963,55.2882682203266,40.9450960304513,42.2694095976622,47.9020966410053
22.9,51.2067523154147,49.6092215665058,43.4357294945039,52.7674947667025,46.0333608491264,40.9269339883049
23,49.3538768347548,50.8363069100299,43.6342806091817,45.2339131234203,46.2492336701694,44.6601128421131
23.1,46.2825413867206,48.7926393492582,49.2994738293113,42.2050567599379,53.1715842776512,56.0568883855996
23.2,50.2359843308342,43.1972555934114,47.0665479646465,33.7893493444026,47.6745916263975,51.9617849689632
23.3,48.9272034400706,74.1031909365035,49.0587963433358,55.6376438913179,50.725231840347,50.4574830240184
23.4,51.1040032162245,52.8533930823077,62.9304678018246,56.1560130395835,48.5769525730709,52.5094483194046
23.5,54.2089496665613,56.2205620419792,35.4996001945355,80.0118975622984,55.6753695434492,54.2582366472644
23.6,58.034395199024,58.1694654874965,36.3653723277133,53.3623716813978,53.6919856283541,37.8292771418054
23.7,41.0075505042574,70.580551709073,54.247316666874,75.4301779359982,47.1870586873408,48.1174208043353
23.8,53.5121997947738,44.9732359828931,45.2868060573973,70.5631407050515,51.6066251959889,47.3920091155202
23.9,62.9311669026754,43.2691243633775,59.6816242198254,76.0496022897439,49.2881181399619,56.5901359515135
24,51.9864447772582,56.3529068434873,57.2724263679808,39.5097789607723,48.6136189702494,48.6089154005265
24.1,50.9958924696403,33.3141770409384,59.5476351855693,70.4665666790388,48.3824061458943,55.0747912847457
24.2,51.7797256472384,53.3269320403237,60.4325436774401,56.782526483739,59.9601582830025,49.1555181039584
24.3,55.8951194685489,53.1275597116739,51.9149622434286,35.4822969404467,54.3479885582841,45.1311504398697
24.4,44.7946605261159,47.2459992838458,48.0845950815951,65.8232172965574,56.3305118452423,51.1203706015366
24.5,50.1584501701656,52.6584162890777,54.9107314004898,93.5364117421113,52.751661565581,46.5792366351628
24.6,57.1958253932429,38.8120334335245,59.2449712426437,65.8446433129088,56.5625749409182,50.0534217479322
24.7,48.7477043758838,42.2943620215383,49.7706923353891,34.1669470544347,55.3173606544907,49.2127996377446
24.8,38.7795095212413,55.5372739417649,48.741614343618,35.035179191024,48.3217730815339,52.5211110764112
24.9,57.4461757461858,51.4669448723148,27.9305969988489,41.3375381355968,46.473989976656,51.9013455853455
25,53.0484656459127,46.5422502587188,66.6251529846735,47.651305981241,44.7047734384078,49.1074703146588
25.1,50.5142193371953,48.3026893780401,38.8970128304981,42.7382902177443,44.3429449418959,42.6074168913238
25.2,46.4163366762537,47.8139329658397,58.097916781885,65.0270406249695,40.4270131868603,52.5072922988267
25.3,53.4384778148758,38.9267656675426,54.6097412645981,32.7330138865259,47.7435932995072,44.1079540699488
25.4,50.1390497685624,54.2800348186912,36.0677030314785,66.2142849662427,47.7366038352087,53.8231834465808
25.5,50.5362634813581,40.2482027004888,67.0204406548721,57.8394256722774,48.1528434793714,52.9553040754102
25.6,53.81459665936,51.6572117022621,62.3560702170078,40.4528308771052,50.3956705936683,54.5250210731999
25.7,52.8537449761851,37.6682980346049,53.7836986294084,38.0382194898005,41.9794412748109,48.1907442643593
25.8,48.257218755921,54.6159143065547,47.3989650953451,24.8337918590301,45.8056443775349,45.0104183352107
25.9,48.8732338142756,48.0971224513417,50.6891883755756,69.87930622733,55.4321931067034,50.5686059555895
26,41.0106923295703,33.1563598124845,47.0496301873305,68.1993324627843,51.2426494337008,55.8606623329435
26.1,39.4845652155316,47.5767986699411,48.9272034964345,76.3571150733625,44.1186910598794,56.1500201495398
26.2,43.2432428335584,56.3081573866188,35.0352211966985,60.4533839426493,49.5340203062574,52.6598023447177
26.3,50.8156189523404,80.2310416859275,46.6577855425123,37.4420554030345,51.9852537644472,44.5246821703496
26.4,50.0079615212995,70.4289734322477,31.5699930914923,27.8435908271953,51.2121611673506,52.4019789822995
26.5,44.1318881089571,43.3270919976556,38.2291755467563,32.023118233904,45.2001174570182,41.5649842795635
26.6,51.1606211168447,43.4355112613815,41.8879223496973,51.8164795148682,61.3587601705068,51.9320365330085
26.7,47.9653708638695,50.3345798667212,51.1209020896477,16.8316153213273,46.5102915081997,48.8866981949746
26.8,52.1920678158163,57.9114068472538,57.6065645263475,23.743538504912,42.3432137541969,49.313652400006
26.9,53.3782953093081,61.3185529344908,67.1828040532429,38.0104003071165,41.8501440911343,39.1617298625087
27,43.5639125939052,42.0599870983459,39.599417337161,65.3160476044313,43.6960155729914,50.6547448266347
27.1,46.435578321922,41.7286452320226,53.5955551545953,41.9506575091414,48.6724874741419,57.5215945916572
27.2,43.2024880396295,50.3438604454519,51.2013235574107,78.000845276369,40.8710543030311,47.4230040827929
